Zdjęcie Program wykorzystania obszarów rekreacyjnych Łodzi w celu stworzenia Regionalnego Centrum Rekreacyjno-Sportowo-Konferencyjnego - etap I Program wykorzystania obszarów rekreacyjnych Łodzi w celu stworzenia Regionalnego Centrum Rekreacyjno-Sportowo-Konferencyjnego - etap I "Hala widowiskowa" Miasto Łódź 284 729 138.80 zł 84 989 365.67 zł
Interaktywne Centrum Historii Ostrowa Tumskiego w Poznaniu – kolebki państwowości i chrześcijaństwa w Polsce Interaktywne Centrum Historii Ostrowa Tumskiego w Poznaniu – kolebki państwowości i chrześcijaństwa w Polsce Miasto Poznań 95 518 687.25 zł 45 496 645.47 zł
ARENA OSTRÓDA Centrum Targowo Konferencyjne Warmii i Mazur - etap II ARENA OSTRÓDA Centrum Targowo Konferencyjne Warmii i Mazur - etap II EXPO ARENA Spółka Akcyjna 105 843 626.69 zł 40 916 955.29 zł
ARENA OSTRÓDA Centrum Targowo Konferencyjne Warmii i Mazur ARENA OSTRÓDA Centrum Targowo Konferencyjne Warmii i Mazur Demuth Alfa sp. z o.o. Ostróda S.K.A. 88 301 762.73 zł 37 902 845.50 zł
Lubelskie Centrum Konferencyjne Lubelskie Centrum Konferencyjne Województwo Lubelskie 89 551 320.97 zł 35 657 400.61 zł
Budowa Centrum Rekreacyjno-Sportowego w Zielonej Górze. Budowa Centrum Rekreacyjno-Sportowego w Zielonej Górze. Miasto Zielona Góra 150 888 175.94 zł 31 338 307.27 zł
Projektowanie i budowa Centrum Sztuki Współczesnej Projektowanie i budowa Centrum Sztuki Współczesnej Gmina Miasta Toruń 46 442 339.00 zł 29 648 319.12 zł
Budowa przystani jachtowej w Sopocie Budowa przystani jachtowej w Sopocie Gmina Miasta Sopotu 67 195 099.68 zł 25 746 762.81 zł
Odra dla turystów 2014 – rozwój turystyki wodnej na transgranicznym obszarze Doliny Środkowej Odry – etap II Odra dla turystów 2014 – rozwój turystyki wodnej na transgranicznym obszarze Doliny Środkowej Odry – etap II Gmina Nowa Sól 29 493 263.53 zł 22 740 070.63 zł
Stadion piłkarski w regionie północno - wschodniej Polski wraz zapleczem treningowym Stadion piłkarski w regionie północno - wschodniej Polski wraz zapleczem treningowym Stadion Miejski Spółka z ograniczoną odpowiedzialnością 289 865 680.21 zł 21 629 063.10 zł
Budowa całorocznej infrastruktury sportowo - rekreacyjnej nad jeziorem Krzywym w Olsztynie Budowa całorocznej infrastruktury sportowo - rekreacyjnej nad jeziorem Krzywym w Olsztynie Gmina Olsztyn 63 673 468.56 zł 21 289 021.04 zł
Miejskie Centrum Usług Publicznych, Kultury i Sportu - Aquapark z pływalnią Miejskie Centrum Usług Publicznych, Kultury i Sportu - Aquapark z pływalnią Miasto Suwałki 47 281 508.25 zł 19 271 669.70 zł
Grunwald - zespół działań inwestycyjno-remonotwo-konserwatorskich i muzealnych zwiazanych z kompleksowym zagospodarowaniem Pól Grunwaldzkich Grunwald - zespół działań inwestycyjno-remonotwo-konserwatorskich i muzealnych zwiazanych z kompleksowym zagospodarowaniem Pól Grunwaldzkich Muzeum Bitwy pod Grunwaldem w Stębarku 26 870 536.53 zł 17 605 157.53 zł
